Codigo;Nombre;Lista 1;Lista 2;Lista 3;Lista 4;Costo;Proveedor;Rubro;Subrubro;Cod. Barra
77995126;ABUELA MECHA BOMBONES DE FRUTA ;6200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798069899477
5;ACEITE COCINERO 900ML;2190;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070012050
6;ACONDICIONADOR TRESEMME;3000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791293049830
7;AGOGO CHICLE;3000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7861008501028
8;AGUA SAB MANZANA;150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798065730378
9;AGUA SAB NARANJA;150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798065730330
10;AGUA SAB POMELO;150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798065730354
11;ALA DETERGENTE ULTRA;230;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791290792685
12;ALA ECO LAVADO 800G;1900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791290791749
13;ALA ECO LAVADO 800ML;2760;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791290792012
14;ALA JABON MATIC CON BICARBONATO;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791290791763
15;ALA LAVADO A MANO 800G;1500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791290794634
16;ALA MATIC 800G;1900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791290791770
17;ALA PARA DILUIR 900ML;2700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791290793248
714604720;ALBUM MUNDIAL;3500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7146047203
19;ALFAJOR AGUILA BLANCO;931;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040133570
20;ALFAJOR AGUILA MINI TORTA;931;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040133600
21;ALFAJOR AGUILA MINI TORTA BRONIE;931;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040133594
22;ALFAJOR AGUILA MINITORTA CLASICA;931;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040133587
23;ALFAJOR BAGLEY BLANCO;931;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040991910
24;ALFAJOR BAGLEY NEGRO;210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040375000
25;ALFAJOR BLOCK 60G;1350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040659605
26;ALFAJOR BOM O BOMX3;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040614000
27;ALFAJOR BON O BON;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040613706
28;ALFAJOR BON O BON;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040613607
714604701;ALFAJOR BON O BON X 3;1350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040148840
714604702;ALFAJOR BON O BON X 3;1350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040152748
29;ALFAJOR CHARLY;170;;;;;VARIOS;GOLOSINAS;GOLOSINAS;14
30;ALFAJOR COFLER MOUSSE 40G;720;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040143647
31;ALFAJOR CRISPY TYM;55;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793209903793
32;ALFAJOR CRISPY TYM;530;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793209903786
33;ALFAJOR DE ARROZ LULE MUU DULCE DE LE;2840;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798146300452
34;ALFAJOR DE ARROZ LULE MUU LIMON;2840;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798146300414
35;ALFAJOR DE ARROZ LULE MUU MARROC;2840;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798146301336
36;ALFAJOR DE ARROZ LULE MUU YOGURT;2840;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798146300506
37;ALFAJOR DE ARROZ LULEMU LIMON;247;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77910509
38;ALFAJOR DE ARROZ LULEMU YOGURT;247;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77945495
39;ALFAJOR DE MAICENA;1800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999964
77995091;ALFAJOR DE MAICENA ;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798065070276
40;ALFAJOR DE MAICENA X30;1800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;4847
714604708;ALFAJOR DE MAIZENA QUE RICO;3500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;
41;ALFAJOR FANTOCHE TRIPLE;6600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17791672000787
42;ALFAJOR FANTOCHE X12;6600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17791672000794
43;ALFAJOR FANTOCHE X3 BLANCO;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77991584
44;ALFAJOR FANTOCHE X3 NEGRO;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77991577
77995115;ALFAJOR FULBITO BLACK;230;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094224237
45;ALFAJOR FULBITO CHOCOLATE;230;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77913586
46;ALFAJOR FULBITO MANI;230;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77902320
48;ALFAJOR FULBITO X40;9100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;20000077913580
47;ALFAJOR FULBITO X40;9100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;20000077902324
77995116;ALFAJOR FULBITO X40;9100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17798094224234
49;ALFAJOR FULL MANI 45G;180;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790380024620
50;ALFAJOR GENIO BLANCO X 3;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094220963
51;ALFAJOR GENIO NEGRO X 3;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094220956
52;ALFAJOR GENIO X 3 X24 NEGRO;9500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17798094220953
53;ALFAJOR GENIO X24;9500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17798094220960
54;ALFAJOR GRANDOTE X2 BLANCO;15;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77915597
56;ALFAJOR GRANDOTE X2 NEGRO;550;;;;;VARIOS;GOLOSINAS;GOLOSINAS;27790893000641
55;ALFAJOR GRANDOTE X2 NEGRO;15;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77915559
57;ALFAJOR GRANDOTE X3 BLANCO;260;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77906007
58;ALFAJOR GRANDOTE X3 NEGRO;260;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77906038
59;ALFAJOR GRANDOTE X3 X24 BLANCO;930;;;;;VARIOS;GOLOSINAS;GOLOSINAS;37790893000136
60;ALFAJOR GULERO INRRESISTIBLE;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11179
714604721;ALFAJOR HAMBLET;360;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040144132
77995120;ALFAJOR JORGITO;750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77905734
77995119;ALFAJOR JORGITO 50G;750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77905758
77995118;ALFAJOR JORGITO 55G ;750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77905741
77995117;ALFAJOR JORGITO 55G ;750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790957000156
77995121;ALFAJOR JORGITO X24;17000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17790957000146
77995123;ALFAJOR JORGITO X24;17000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17790957000290
77995124;ALFAJOR JORGITO X24;17000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17790957000139
77995122;ALFAJOR JORGITO X24;17000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17790957000153
61;ALFAJOR LULE MUU DULCE DE LECHE;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77987839
62;ALFAJOR LULE MUU LIMON;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77910400
63;ALFAJOR LULE MUU MARROC;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77987853
64;ALFAJOR LULEMU DULCE DE LECHE;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77905604
65;ALFAJOR LULEMUU MARROC;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999987
66;ALFAJOR MAICENA;480;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542590
67;ALFAJOR MILKA;1170;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77903778
68;ALFAJOR MILKA BLANCO;1170;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622300457303
77995062;ALFAJOR MILKA MOUSSE;1500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77903785
69;ALFAJOR MILKA OREO;1170;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622300835620
70;ALFAJOR MINI GENIO;115;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094221571
71;ALFAJOR MINI GENIO;115;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094221564
72;ALFAJOR MINI GENIO O NEVARE;6500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;1034
73;ALFAJOR MINI NEVARE;115;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77908582
74;ALFAJOR MINYO BLANCO X3 X24;1250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798036400941
75;ALFAJOR MINYO NEGRO X3 X24;1250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779836400934
76;ALFAJOR MINYO X3 BLANO;55;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77917171
77;ALFAJOR MINYO X3 NEGRO;55;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77917157
78;ALFAJOR MOGY BLANCO;310;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77912268
79;ALFAJOR MOGY NEGRO;310;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77908827
80;ALFAJOR MOGY X40 BLANCO;12200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;802
81;ALFAJOR MOGY X40 NEGRO;12200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;10000077908824
82;ALFAJOR NEVARE SIMPLE NEGRO;360;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77908193
83;ALFAJOR NEVARE X40NEGRO;13300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;20000077908197
84;ALFAJOR NEVARES BLANCO X40;13300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;16
85;ALFAJOR NEVARES SIMPLE BLANCO;360;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77925626
86;ALFAJOR OREO;1500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77976307
87;ALFAJOR PEPITO;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77915481
714604710;ALFAJOR RASTA BLANCO;1300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798397440013
714604584;ALFAJOR RASTA NEGRO ;1300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798397444202
77995098;ALFAJOR RIQUITO SIMPLE XU;130;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779950988
77995097;ALFAJOR RIQUITO SIMPLE XU;130;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779950971
88;ALFAJOR RIQUITO X3 BLANCO;260;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77913562
89;ALFAJOR RIQUITO X3 NEGRO;260;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77913555
90;ALFAJOR RIQUITO X3 X24 BLANCO;5900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17795725000199
91;ALFAJOR RIQUITO X3 X24 NEGRO;5900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17795725000113
77995096;ALFAJOR RIQUITO X50;5600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17795725000212
77995095;ALFAJOR RIQUITO X50;5600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17795725000205
92;ALFAJOR SMACK DULCE DE LECHE 60G;360;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094220437
93;ALFAJOR SMACK DULCE DE LECHE BLANCO;360;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094224220
94;ALFAJOR SMACK DULCE DE LECHE X24;8300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17798094220434
95;ALFAJOR SMACK MOUSSE 50G;360;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094221809
96;ALFAJOR SMACK MOUSSE X24;8700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17798094221806
97;ALFAJOR SUSCHEN BLANCO X24;7500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;27798065070324
98;ALFAJOR SUSCHEN BLANCO XU;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798065070719
99;ALFAJOR SUSCHEN NEGRO X24;7500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;27798065070317
100;ALFAJOR SUSCHEN NEGRO XU;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798065070481
101;ALFAJOR TANTI SIMPLE X U BLANCO;10;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796427000077
102;ALFAJOR TANTI SIMPLE X U NEGRO;10;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796427000060
103;ALFAJOR TANTI X 3 NEGRO;85;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796427000039
104;ALFAJOR TANTI X3 BLANCO;85;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796427000053
106;ALFAJOR TANTI X36;840;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796427000091
105;ALFAJOR TANTI X36;840;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796427000084
107;ALFAJOR TATIN SIMPLE BLANCO;470;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040331303
108;ALFAJOR TATIN SIMPLE NEGRO;470;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040331204
109;ALFAJOR TATIN X 3 NEGRO;930;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040405608
110;ALFAJOR TATIN X3 BLANCO;930;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040405301
111;ALFAJOR TERRABUSI CON DULCE DE LECHE;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77903792
714604695;ALFAJOR TERRABUSI SIMPLE ;900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77939234
113;ALFAJOR TERRABUSI TORTA;1170;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77903860
112;ALFAJOR TERRABUSI TORTA;750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;40
114;ALFAJOR TINCHITO BLANCO;160;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073620043
115;ALFAJOR TINCHITO CAJA BLANCO;9300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073620449
116;ALFAJOR TINCHITO CAJA GALLETA;9300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073620494
117;ALFAJOR TINCHITO CAJA GLASEADO;9300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073620524
118;ALFAJOR TINCHITO CAJA NEGRO;9300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073620432
119;ALFAJOR TINCHITO CAJA PASTA DE MANI;9300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073620425
120;ALFAJOR TINCHITO MANI;160;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073620029
121;ALFAJOR TINCHITO MEMBRILLO;160;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073620111
122;ALFAJOR TINCHITO NEGRO;160;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073620647
123;ALFAJOR TINCHO BLANCO X2;210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073620289
124;ALFAJOR TINCHO CON MEMBRILLO X 2;210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073621125
125;ALFAJOR TINCHO NEGRO X 2;210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073620272
126;ALFAJOR TINCHO NEGRO X 2;210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;55555
127;ALFAJOR TINCHO X 2 X 40 NEGRO;7300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073620326
128;ALFAJOR TINCHO X 2 X40 BLANCO;7300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798073620296
129;ALFAJOR TITA SIMPLE;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77908308
133;ALFAJOR TITITO BLANCO;290;;;;;VARIOS;GOLOSINAS;GOLOSINAS;763571765517
132;ALFAJOR TITITO BLANCO;290;;;;;VARIOS;GOLOSINAS;GOLOSINAS;763571765524
131;ALFAJOR TITITO BLANCO;495;;;;;VARIOS;GOLOSINAS;GOLOSINAS;720665913155
130;ALFAJOR TITITO BLANCO;380;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542551
134;ALFAJOR TITITO NEGRO;495;;;;;VARIOS;GOLOSINAS;GOLOSINAS;720665913162
135;ALFAJOR TOFI BLANCO;931;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040953703
136;ALFAJOR TOFI NEGRO;210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040484801
137;ALFAJOR TRI SHOT 60G;1170;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77956699
138;ALFAJOR TURIANIA X40;4800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17797675001998
139;ALFAJOR TURIMANIA;130;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7797675001991
140;ALFAJOR TURIMAR BLANCO X 3;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77911018
141;ALFAJOR TURIMAR NEGRO X 3;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77910080
142;ALFAJOR TURIMAR X 3 CAJA BLANCO;8200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17797675000090
143;ALFAJOR TURIMAR X 3 X24 NEGRO;8200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17797675000267
144;ALFAJOR TYM X6;1200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793209903755
18;ALFAJOR ¿QUE MIRA BOBO? NEGRO;130;;;;;VARIOS;GOLOSINAS;GOLOSINAS;763571765494
145;ALFIÑIQUES X25;1300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11150
146;ALGODON 580;580;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798101910177
147;ALGODON EJEMPLAR 140;1250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798101910214
148;ALGODON EJEMPLAR 65G;580;;;;;VARIOS;GOLOSINAS;GOLOSINAS;15673
149;ALJAFOR MINI GENIO Y  NEVARE X 60U;1100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;10101010
150;ALMENDRAS CON CHOCOLATE 80G;370;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798366580207
151;ALW XTRA PROTECT;1350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7500435229555
152;ANTEOJOS DIVERTIDOS;2300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790391101389
153;ANTEOJOS DIVERTIDOS XU;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11141
154;ARCOR COFLER AIR;310;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580103439
155;ARCOR COFLER AIR;310;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580033408
156;ARCOR COFLER AIR BLANCO 100G;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580103453
157;ARCOR COFLER AIR MIXTO 27G;180;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999982
158;ARCOR COFLER AIR MIXTO 27G;230;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580103385
159;ARCOR COFLER AIR MIXTO 55G;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580103422
160;ARCOR COFLER ALMENDRAS 55G;380;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580033507
161;ARCOR COFLER BLANCO CON CHOCOLINAS;610;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580105945
162;ARCOR COFLER BON O BON;310;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580115562
163;ARCOR COFLER ROCKLETS 55G;380;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790580103521
714604662;ARCOR MENTA CRISTAL ;13500;;;;;;;;7790580118341
714604663;ARCOR RELLENO MIEL ;9100;;;;;;;;7790580118280
164;ARITO VICO XU;200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999984
165;ARITOS CON MIEL;90;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791078022744
166;ARITOS FRUTALES;920;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790045826965
167;ARROZ LUCHADOR 500G;67;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792808000063
168;ARROZ MAXIMO 500G;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790070412171
169;ARROZ MUCHO GUSTO 1KG;1450;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791689000018
170;ARROZ MUCHO GUSTO 500G;750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791689000032
171;ARROZ MUCHO GUSTO 500G;750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791120102585
172;ARROZ MUCHO GUSTO 500G X 10;7000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542591
173;ARROZ MUCHO GUSTO KG;1450;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791120102592
174;ARROZ MUCHO GUSTO KG X10;13000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542592
175;ARROZ PELEADOR 500 GRMS;49;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790022000289
176;ARTICULO VARIOS;1;;;;;VARIOS;GOLOSINAS;GOLOSINAS;12
177;ATB OBLEA  FRUTILLA 18G;120;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798074490164
178;ATB OBLEA CHOCOLATE 46G;270;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798074490072
179;ATB OBLEA FRUTILLA 46G;270;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798074490010
180;ATB OBLEA FRUTILLA18G;120;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798074490157
181;ATB OBLEA LIMON;270;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798074490058
182;ATB OBLEA VAINILLA 46G;260;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798074490041
183;ATB OBLEA VAINILLA 46G;270;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798074490614
184;AXE DESODORANTE;520;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791293043791
185;AXE DESODORANTE MUSK;520;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791293043807
186;AZUCAR;700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798135090012
187;AZUQUITA CON BILLETES X50;200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790828130081
188;AZUQUITA CON FIGURA X50;210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999033
189;AZUQUITA TROMPITO X40;125;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7799614966460
190;AZUQUITA X50;120;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999010
191;BABY DOLL ACIDO;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860015609
192;BABY DOLL ESTUCHE X3;70;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860002463
193;BABY DOLL ESTUCHE X4;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860016217
194;BABY DOLL X12;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860012462
195;BABY DOLL X18;8800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860004412
196;BABY DOLL X40;3100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860002586
197;BABY DOLL X40 CHUPETIN MASTICABLE UVA;3100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860002777
714604564;BAGGIO 125;300;;;;;;;;7790036000657
714604566;BAGGIO 200 MANZANA;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790036000572
198;BAGGIO PRONTO 1L DURAZNO;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790036000480
714604565;BAGGIO X 200 MULTI;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790036000619
199;BALL CHOC CHOCOLATE  X70G X 26;3500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17795522003249
200;BALONCITOS CHOCOLATADOS;1020;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790045000457
201;BANDEJA CARTON  N5 X5;90;;;;;VARIOS;GOLOSINAS;GOLOSINAS;CN5
202;BANDEJA CARTON N2 X5;45;;;;;VARIOS;GOLOSINAS;GOLOSINAS;4849
203;BANDEJA CARTON N3 X5;60;;;;;VARIOS;GOLOSINAS;GOLOSINAS;CN3
204;BANDEJA CARTON N4 X5;80;;;;;VARIOS;GOLOSINAS;GOLOSINAS;CN4
205;BANDEJA CARTON REDONDA CHICA X5;60;;;;;VARIOS;GOLOSINAS;GOLOSINAS;870
206;BANDEJA CARTON RENDONDA GRANDE;10;;;;;VARIOS;GOLOSINAS;GOLOSINAS;871
207;BANDEJA PLASTICA 107 X5;325;;;;;VARIOS;GOLOSINAS;GOLOSINAS;12423
208;BANDEJA PLASTICO 101 X5;140;;;;;VARIOS;GOLOSINAS;GOLOSINAS;P101
209;BANDEJA PLASTICO 102 X5;175;;;;;VARIOS;GOLOSINAS;GOLOSINAS;P102
210;BANDEJA PLASTICO 103 X5;195;;;;;VARIOS;GOLOSINAS;GOLOSINAS;P103
211;BANDEJA PLASTICO 105 X5;280;;;;;VARIOS;GOLOSINAS;GOLOSINAS;P105
212;BANDEJA TERGOPOL RECTANGULAR;15;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999806
213;BANDEJA TERGOPOL RECTANLAR X5;30;;;;;VARIOS;GOLOSINAS;GOLOSINAS;324
214;BANDEJA TERGOPOL REDONDA;50;;;;;VARIOS;GOLOSINAS;GOLOSINAS;59
215;BANDERINES FELIZ CUMPLEAÑOS;600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;202190202732
216;BANDERINES FELIZ CUMPLEAÑOS;600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;202190202831
217;BARRA CROWIE FRUTILLA;30;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798228640032
218;BARRA DE ARROZ CON MANI;16;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77964199
219;BARRA DE ARROZ CON MANI BAÑADA;34;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77964205
220;BARRA DE ARROZ INFLADO X30 PAYSANDU;1650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798070550299
714604713;BARRA DE ARROZ MANI Y MIEL;650;;;;;;;;7798180700980
714604714;BARRA DE ARROZ TRADICIONAL ;650;;;;;;;;7798180700973
