Codigo;Nombre;Lista 1;Lista 2;Lista 3;Lista 4;Costo;Proveedor;Rubro;Subrubro;Cod. Barra
2364;OBLEA HAMLET BAÑADA;45;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7794612167017
2365;OBLEA HAMLET X18;870;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7794612167000
2366;OBLEA OBLITA FIT;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77952127
2367;OBLI BOM XU;200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77925763
2368;OBLITA CUBANITOS X48 SABOR DULCE DE L.;760;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793123000394
714604631;ODOL 70G ;2280;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7509546687285
714604629;ODOL 90G;2840;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7509546692258
2369;OFERTA;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;O
77995110;OFERTA ALFAJOR ARCOR X3;2300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779951107
77995111;OFERTA ALFAJOR TATIN SIMPLE X5;1700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779951114
2370;OFERTA ALFAJOR TATIN TRIPLE X3;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11163
77995147;OFERTA ALFAJOR TERRABUSI;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779951473
2371;OFERTA GALLETA MANTEQUITA X4;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;37
2372;OFERTA GALLETA MINI OREOX3;1100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;33
2373;OFERTA GENIO X10;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;30
2374;OFERTA GOMITA DOCILE X5;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;31
2375;OFERTA GOMITA YUMMYX5;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;32
714604722;OFERTA MANTECOL;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;
2376;OFERTA MANTECOLX8;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;39
2377;OFERTA MINI TURIMARX7;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;38
77995149;OFERTA TESORITOS 7;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779951497
77995085;OJITOS CON CARAMELO LIQ ;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779950858
77995191;OJITOS XU;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779951916
77995189;OJOS LOCOS X30;7200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;6955785102163
77995076;OREO GOLDEN ;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622201806552
77995073;OREO SABOR MANI 118G;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622202302862
2378;PALETA ARTESANAL X12;460;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999847
2379;PALETA CABEZON PERLADO X25;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999899
2380;PALETA CON JUGUETE X 20U;210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7797112006954
2381;PALETA CORAZON JUVENIL;210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999036
2382;PALETA CORAZON X12;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999857
2383;PALETA EMOJI X10;190;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796889730925
2384;PALETA EMOTICON;200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796890841030
2385;PALETA ESPIRAL X10;220;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999020
2386;PALETA MARGARITA X12;590;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999925
2387;PALETA MELON RALLADO X30;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999194
2388;PALETA MIKEY X14;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999661
2389;PALETA MULTICOLOR CHICA X25;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999700
2390;PALETA MULTICOLOR GRANDE X 10;325;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999808
2391;PALETA MULTICOLOR MEDIANA X12;600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999794
2392;PALETA PEPA PIG X14;165;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999022
2393;PALETA PEPPA X20;200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7797089730920
2394;PALETA PITY POP SURTIDOS;1800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7897190303843
2395;PALETA REY DAVID BASTON X15;1200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542576
2396;PALETA REY DAVID BOLON CON BURBUJEREO;2600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542582
2397;PALETA REY DAVID CHUPETITOSX30;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542570
2398;PALETA REY DAVID CHUPETON X10;1560;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542571
2399;PALETA REY DAVID CORAZON;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542568
2400;PALETA REY DAVID ESTRELLITAS;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542573
2401;PALETA REY DAVID MANZANITA;1750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542579
2402;PALETA REY DAVID MEGA PALETA X10;1950;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542569
2403;PALETA REY DAVID MINI PALETAX10;1120;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11121
77995042;PALETA REY DAVID PALETA CRISTAL ;1600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779950421
2404;PALETA REY DAVID PALETA X 20;1600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542578
2405;PALETA REY DAVID PALETON X10;1600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542586
2406;PALETA REY DAVID PALOTES;1700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542577
2407;PALETA REY DAVID PARAGUITA;1300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542574
2408;PALETA REY DAVID PEPAS;1750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;6570
2409;PALETA REY DAVID PIRULINES;1750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542575
2410;PALETA REY DAVID TOPO;1600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542572
2411;PALETA TAFI CELOFAN X20;4000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99819
2412;PALETA TAFI CHUPETE X30;4000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99825
2413;PALETA TAFI CORAZON X12;3300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99822
2414;PALETA TAFI ESTRELLA X12;3300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99821
2415;PALETA TAFI GALLINITA;3800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;1031
2416;PALETA TAFI HELADITO C/ CARAMELO;4590;;;;;VARIOS;GOLOSINAS;GOLOSINAS;1030
2417;PALETA TAFI LIMONCITOS;2500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;1028
2418;PALETA TAFI MANZANITA X30;2500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99820
2419;PALETA TAFI MICKEY X12;3300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99823
2420;PALETA TAFI MONEDA X30 ;4000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542596
77995177;PALETA TAFI PALITO DE CREMA X25;5850;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779951770
2421;PALETA TAFI PARAGUITA X50;4000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;1026
77995102;PALETA TAFI PELOTITAS AZUCARADAS;2500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779951022
2422;PALETA TAFI PINITOS;2700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11162
2423;PALETA TAFI PIRULON;4000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;1029
2424;PALETA TAFI SUPERX10;4860;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99818
2425;PALETA TAFI TOPO X30;4000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;1025
2426;PALETA TAFI TOPOS X30;3600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99824
2427;PALETA X20 ARAÑA;200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7797090841035
2428;PALETA X20 MONSTRUO;200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7797112006589
2429;PALETAS PITY POP;990;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7897190303836
2430;PALETON AMASADO CELESTE;200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796669407696
2431;PALETON HALLOWEN X10;210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796790841031
2432;PALETON MOUNSTRUO X10;215;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796789730926
2433;PALETON MULTI COLOR;200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7796579408592
2434;PALETON ROSCADO;240;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7797112007104
2435;PALITO BROCHETX;120;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790773034502
2436;PALITO CHINO;40;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99836
77995080;PALITO CHINOS CARAMELO EN POLVO;280;;;;;VARIOS;GOLOSINAS;GOLOSINAS;6930378601452
2437;PALITO CROQUITO X12;600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99839
2438;PALITO CROQUITO X25;514;;;;;VARIOS;GOLOSINAS;GOLOSINAS;9990212
2439;PALITO CROQUITO X30;190;;;;;VARIOS;GOLOSINAS;GOLOSINAS;998401
2440;PALITO DE LA SELVA;290;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7622210661432
2441;PALITO GOOD SHOW XU;15;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798112602115
2442;PALITO SALADO LEO;235;;;;;VARIOS;GOLOSINAS;GOLOSINAS;12368
2443;PALITO SALADO NIKITO 50G;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798052361462
2444;PALITO SALADO PEP 84G;130;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790310984291
2445;PALITO SAN CAYETANO 1KG;820;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542556
2446;PALMESANO KG CHOCOLATE CONFITADO KG;2700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7795522002597
2447;PAN DULCE ARCOR;5000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040127272
714604571;PAN DULCE ARCOR MADRILEO 400G;5000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040127265
2448;PAN DULCE BAGLEY;4500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;11166
714604570;PAN DULCE BAGLEY ARCOR FRUTA 400G;6960;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040127319
2449;PAN DULCE BAGLEY CON FRUTAS;5000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790040127319
2450;PAN DULCE CARICIA X2 C/ CHIPS;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798010260387
2451;PAN DULCE CARICIA X2 CON FRUTAS;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798010260103
2452;PAN DULCE CARICIA X2 SIN FRUTAS;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798010260370
2453;PAN DULCE DON PAOLO;100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798102501060
2454;PAN DULCE EL MUELLE CN FRUTA;660;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7795735000090
2455;PAN DULCE KANTY;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792082000018
2456;PAN DULCE LHERITIER;950;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791118012193
2457;PAN DULCE LHERITIER;2700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791118012216
2458;PAN DULCE MUELE;660;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7795735000151
2459;PAN DULCE MUELLE C/CHIP;660;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7795735000168
2460;PAN DULCE NATALE;1500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094221120
2461;PAN DULCE NEVARE CHIPS;1950;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094221618
2462;PAN DULCE NEVARE CON FRUTAS Y PASAS;1950;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094221441
77995207;PAN DULCE NEVARES;2300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094222653
2463;PAN DULCE NEVARES 500G;2300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094222653
714604563;PAN DULCE NEVARES CON CHIP;2300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094224015
2464;PANTENE ACONDICIONADOR TIRA;200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7506309803784
2465;PANTENE SHAMPOO;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7500435012102
714604576;PANTENE TIRA X12;2400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7146045766
714604575;PANTENE TIRA X24;4800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7146045759
2466;PAÑUELITOS DESCARTABLE X6;100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99816
2467;PAÑUELO CANDELA;36;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798130950021
2468;PAÑUELO DESCARTABLE XU;300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798178802689
2469;PAÑUELOS DESCARTABLE XU;20;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798137710017
2470;PAÑUELOS X10 ECOPURE;1700;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798178802696
2471;PAPA COPS 600G;1300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793184000814
2472;PAPA COPS 800G;1300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7793184000104
2473;PAPA CORTE AMERICANO NIKITO X5;1780;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798052362155
77995212;PAPA CRACK 210G;2600;;;;;;;;727373188943
2474;PAPA CRACKS 65GR;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;727373188967
77995223;PAPA CRACKS X1KL;9000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;714604560869
2475;PAPA GOOD SHOW 400 PAY;150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798112605222
2476;PAPA GOOD SHOW 500;260;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798112601149
2477;PAPA GOOD SHOW DE KG;480;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798112600159
2478;PAPA GOOD SHOW X 10;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798112601262
2479;PAPA GOOD SHOW X UNI;90;;;;;VARIOS;GOLOSINAS;GOLOSINAS;998403
2480;PAPA MANITOS SNACK KG;3300;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798359260178
714604668;PAPA NIKITO 280G;3300;;;;;;;;7798052361127
2481;PAPA NIKITO 300G CHEDDAR;455;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798052362490
2482;PAPA NIKITO 30G;550;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798052360625
77995090;PAPA NIKITO 65G PICANTE ;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798052361790
2483;PAPA NIKITO AMERICANA 65G;950;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798052360922
77995138;PAPA NIKITO BARBACOA;950;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798052361950
2484;PAPA NIKITO CHEDDAR 65G;950;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798052362896
2485;PAPA NIKITO JAMON SERRANO;950;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798052362902
2486;PAPA NIKITO KETCHUP Y BARBACOA;950;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798052362896
2487;PAPA NIKITO TIRA X5;2100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798052360618
2488;PAPA NIKITOS 1KG;7500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798052361714
77995088;PAPA NIKITOS 65G PICANTE;1000;;;;;;;;7798052361912
2489;PAPA PAY X5 NIKITO;1350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798052360465
714604712;PAPA POTATOS;1200;;;;;;;;7798133021018
2490;PAPA SLICE 20G;12,5;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798066070817
2491;PAPA SLICE JAMON SERRAN;900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798066075294
2492;PAPA SLICE KETCHUPS;900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798066075270
2493;PAPA SLICES CHEDAR;900;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798066075287
2494;PAPA SLICES CLASICA 65;650;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798066076017
2495;PAPA TAFI 210 GR;178;;;;;VARIOS;GOLOSINAS;GOLOSINAS;661094233899
2496;PAPA TAFI 310;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;661094233905
2497;PAPA TAFI ONDULADAS;305;;;;;VARIOS;GOLOSINAS;GOLOSINAS;661094233967
2498;PAPA TAFI X 100 DE JAMON;280;;;;;VARIOS;GOLOSINAS;GOLOSINAS;661094233936
2499;PAPA TAFI X 32GR;140;;;;;VARIOS;GOLOSINAS;GOLOSINAS;661094233912
2500;PAPA TAFI X100;320;;;;;VARIOS;GOLOSINAS;GOLOSINAS;661094233882
2501;PAPA TAFI X65;240;;;;;VARIOS;GOLOSINAS;GOLOSINAS;661094233875
2502;PAPAS CRACKS 110GR;1400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;727373188936
2503;PAPEL ALMACEN 1/2;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;4822
2504;PAPEL ALUMINIO;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798177191128
2505;PAPEL DE ALMACEN KG;600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;874
2506;PAPEL DE ALUMINIO;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;99817
2507;PAPEL FILM CHICO;500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;1324
2508;PAPEL FILM GRANDE;1500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;1325
2509;PAPEL PICADO CHICO;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;P
2511;PARAGUITA CHOCOLATOSA;800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542554
2512;PARAGUITA MACARENA;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;542564
2513;PASTAFROLA;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094229768
2514;PASTAFROLA;350;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094223278
2515;PASTAFROLA X40;14000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17798094229765
2516;PASTILLITA DORI NARANJA;21;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710071
2517;PASTILLITA DORIN;21;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710521
2518;PASTILLITA DORIN CLASICAS X20;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710453
2519;PASTILLITA DORIN FRUTAL;21;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710101
2520;PASTILLITA DORIN LINMON;21;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710095
2521;PASTILLITA DORIN MANDARINA;21;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710088
2522;PASTILLITA DORIN MIX X20;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710514
2523;PASTILLITA DORIN TUTTI;21;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710576
2524;PASTILLITA DORINS FRAMBUEZA;21;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710118
2525;PASTILLITA DORINS FRUTAL X12;240;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710187
2526;PASTILLITA DORINS MANGO/ANANA;21;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710125
2527;PASTILLITA DORINS MANGO/ANANA X12;240;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710200
2528;PASTILLITA DORINS MANZANA/SANDIA;21;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710132
2529;PASTILLITA DORINS MANZANA/SANDIA X12;240;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710217
2531;PASTILLITA DORINS MARACU/ARANDAN X12;240;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710552
2530;PASTILLITA DORINS MARACUYA;21;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710545
2532;PASTILLITA DORINS MENTA;21;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710460
2533;PASTILLITA DORINS MENTA X12;240;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710477
2534;PASTILLITA DORINS TUTTI FRUTI;240;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710583
2535;PASTILLITA DORINS UVA/FRAMBUESA;240;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710194
2536;PASTILLITA DORINS X12 FRUTOS D.BOSQUE;240;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798407105383
77995070;PASTILLITA MINI 8 ;2500;;;;;;;;7896451923776
2537;PASTILLITA YAPA 125G;58;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798186033204
2538;PASTILLITAS BILLIKEN RUEDIAS X 12U;345;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798186033235
2539;PASTILLITAS D.R.F CAJA MENTOL;120;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792222002797
2540;PASTILLITAS D.R.F DE LIMON CAJA;120;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792222002810
2541;PASTILLITAS D.R.F NARANJA;17;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792222002827
2542;PASTILLITAS D.R.F NARANJA CAJA;120;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792222002834
2543;PASTILLITAS D.R.F. MENTA CAJA;120;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792222002872
2544;PASTILLITAS DORINS XU;21;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710064
2545;PASTILLITAS DRF LIMON;17;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792222002803
2546;PASTILLITAS DRF MENTA;17;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792222002865
77995148;PASTILLITAS ESTRELLAS ;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;779951480
2547;PASTILLITAS LUCKY FRUTAL X 200GRMS;135;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710415
2548;PASTILLITAS LUCKY FRUTILLA X 200GRMS;135;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710392
2549;PASTILLITAS LUCKY FRUTOS DEL B.X200GR;135;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798340710408
2550;PASTILLITAS LUCKY X385GR;230;;;;;VARIOS;GOLOSINAS;GOLOSINAS;653981887544
2551;PASTILLITAS MINI 12;210;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7896451902160
2552;PASTILLITAS YAPA;14;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77904744
2553;PASTILLITAS YAPA CAJA X 36;480;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791249007419
2554;PEPITO DE DURAZNO;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798036400385
2555;PEPITO MANZANA;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798036402327
2556;PEPITOS JUGO MANZANA;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798036400378
2557;PEPITOS JUGO MIX;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798036400705
2558;PEPITOS JUGO NARANJA;400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798036400361
2559;PEPITOS TOP  24;4800;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798036401917
2560;PEPITOS X18 DURAZNO;7000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798036400354
2561;PEPITOS X18 MANZANA;7000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798036400347
2562;PEPITOS X18 MULTIFRUTA;7000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798036400729
2563;PEPITOS X18 NARANJA;7000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798036400330
2564;PEPSI LATA X6;3000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;6595
2565;PEPSI LATA XU;550;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791813555025
2566;PEPSI X6;3000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;6596
2567;PEPSI XU;550;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7791813555032
77995195;PESADILLA DE CHOCLATE ;470;;;;;;;;77990747
77995081;PESCADITO AZUL;280;;;;;VARIOS;GOLOSINAS;GOLOSINAS;6923005922389
77995089;PESCADITOS X30;8400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;6923005922372
2568;PIC NIC;420;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798094220994
2569;PIC NIC X40;15500;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999796
2570;PICADILLO;110;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790360720122
2571;PICADILLO CHANGUITO X24;9600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17
2572;PICADILLO CHANGUITO X24;9600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;17790890031634
2573;PICADILLO DE CARNE CHANGUITO;430;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7790989003163
2574;PICO DULCE BLISTER X5;1100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860004542
2575;PICO DULCE CHICLE X80;3600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860009110
2576;PICO DULCE CHICLE X80;3600;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860008847
2577;PICO DULCE LED X24;4400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860005778
2578;PICO DULCE VASO X 10;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860002234
2579;PICO DULCE VASO X10;2000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;1024
2580;PICO DULCE X U;250;;;;;VARIOS;GOLOSINAS;GOLOSINAS;1
2581;PICO DULCE X24U;4400;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7792860008915
714604581;PICO DULCE XU;200;;;;;VARIOS;GOLOSINAS;GOLOSINAS;77991959
2586;PIÑATA FELIZ CUMPLEAÑOS;360;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798130957723
2582;PINBALLS X 200UNID;150;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798040594568
2583;PINDY X3;750;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798113151322
2584;PINDY X3  CJA X12;1100;;;;;VARIOS;GOLOSINAS;GOLOSINAS;999953
2585;PINTA PELO;1000;;;;;VARIOS;GOLOSINAS;GOLOSINAS;7798047030205
